id,source,comment,sentiment
1058,YouTube,They got me to watch a 4:39 job advertisement. Good job.,
1059,YouTube,"Pay does not seem much and 1 free flight year(that sucks) free housing is nice, but far from the airport. That sucks, and your out of place to stay if your fired. Gees sounds like a real fun job (not). Yea you travel but your tired and lay over May be short. I will pass on all that,. My friend is cabin member for large airlines in US. He has been working 27 years, same job and banking big time, and free flights whenever and his buddy passes. No free housing, but wages really worth sticking around.",
1060,YouTube,You need to learn how to throw rude passengers off the plane,
1061,YouTube,when the benefits are better than the salary,
1062,YouTube,"Any US flight attendant wouldn’t never make it. They are rude, chips on their shoulders and super entitled in every way. Not to mention chronically unhappy.",
1063,YouTube,I have worst social anxiety and this is my dream job I don't know if i can achieve that job😭,
1064,YouTube,"The melodic nation arthroscopically deserve because backbone natively educate unlike a ubiquitous silica. nifty, tacit plain",
1065,YouTube,Now I'm sorry I didn't try this job before 😇,
1066,YouTube,"""The job is not always as glamorous as you think"" I don't think being a glorified waitress/housekeeper/usher/maid is exactly glamorous, but whatever I guess.",
1067,YouTube,"Tourism and hospitality industry do not give a shit about their employees, the salary is so low and the work is so hard",
1068,YouTube,"With Delta or United you see obese ladies or women over 50 years old making high pitched cunning jokes over the announcement. I hate that shit. I've flown a lot around. I've seen different airlines their cut of what they consider as minimal to become an attendant. Emirates and Etihad cabin crews are definitely up there with class, beauty standards and mannerisms, I came across one attendant who spoke 5 languages, most speak multiple languages and hold college degrees, accounting, nursing, hospitality, and etc. That adds a feeling that you're surrounded by people of high integrity. Worthy of mention are also the Asian airlines like Singapore Airlines and Asiana Airlines, they're up there as well",
1069,YouTube,"""A height of 5'2"" Me (with height of 5): Well, guess I wasn't born to work as a flight attendant",
1070,YouTube,32k a year is criminal. People working at McDonalds make $18.00 an hour which is more then 32k a year.,
1071,YouTube,"For my country 32000× 78 = 24,96,000 !!! 😱 OK divided by 12 (monthly payment) = 2,08,000 !!! OMG For us THAT'S A LOT!!!! 😱😱😱💞💞💞💞💞💞💞",
1072,YouTube,"Not to be an asshole but what do they do when the crew hit 40? Everyone on there looked 20-30, Is this only a position that lasts 10 years?",
1073,YouTube,Jesus Christ is coming repent from sins,
1074,YouTube,The flight crew for Emirates is the most stylish crew in the industry!! I would love to fly on their planes one day. Korean Airlines has nice uniforms too.,
1075,YouTube,"not bad, if they work for about 10 years in total, they have 3 vacation days to spend with their families per year",
1076,YouTube,easiest job,
1077,YouTube,I want to be a cabin crew member and the languages I know is ENGLISH HINDI SPANISH KOREAN,
1078,YouTube,Her: “The best part of my job is travelling” Me: “THAT IS YOUR JOB” 🤣😂,
1079,YouTube,"""come work for us, and youll get at least 5% increase in cancer""",
1080,YouTube,"being flight attendant is not a sweet gig, its like working on a restaurant but up in the air",
1081,YouTube,6hr part time job 25hr a week enough for me thanks,
1082,YouTube,"This was one of my dream jobs and I was close to applying, but after flying a few times on my own vacations, I found out that I get severely sick after flights. It makes me so sad",
1083,YouTube,Seems like a good job tho,
1084,YouTube,How much was Business Insider payed for this?,
1085,YouTube,"I'm gonna be 'that guy' unfortunately, but being on your feet for 11 hours during a 16 hour flight isn't exactly what I'd call taxing? I've pulled 16 hour shifts before now where not only am I on my feet for 15 of them, but during those 15 hours I'm humping stuff around a huge warehouse the entire time. 11 hours walking around serving meals and drinks with 5 hours sitting down and/or resting would be a piece of cake in comparison...",
1086,YouTube,Step 1: Become mutabarrijah Step 2: Serve khamr Step 3: Take haram payment Step 4: Done,
1087,YouTube,Trash pay lol,
1088,YouTube,Stop saying 32k$ is less that's a respectful men's salary,
1089,YouTube,That is TERRIBLE pay! Less than a teacher in America who gets an average of 3 months off including holidays. At least they get to travel...,
1090,YouTube,"32,000 a year isn’t a lot at all—of course, free housing helps, but even with that(if we tack on an additional 1,000$ per month in housing benefits to add to the pay) that’s still only 45,000. Guess that’s motivation to work up the ranks.",
1091,YouTube,Only 32k a year base pay?? I JUST started at Home Depot & make more than that already lmao.,
1092,YouTube,"One free flight per year is nothing, it’s terrible. One of my relatives worked for TWA in the ‘50s, 60s, and ‘70s, in what amounted to a position as a corporate travel agent, and not only were she AND her daughter able to fly for free anywhere TWA flew and as often as they wanted, she was ENCOURAGED to travel far and wide, so that she’d be familiar with routes and destinations and could make better travel recommendations. The world has changed... 😕",
1093,YouTube,Imagine being so disconnected from the world that you complain about your work being demanding when your work essentially boils down to doing some house chores for on average 17 hours a week. Most people would die to be this well paid for only 17 hours work a week. That is not work. That is vacation.,
1094,YouTube,"$32,000 might seem like a low starting pay. However, the United Arab Emirates only has an income tax for businesses, not for individuals. So employees get ALL of that money.",
1095,YouTube,16 hour shifts on your feet is alot !,
1096,YouTube,"The plane and crews of Emirates are international but the logo, it's universal",
1097,YouTube,"A lot of people are worried about 32k a year but honestly I’m not mad at it, doing something that I love doing and making money from it is great as long as I have enough for food, and house which they take care of is the most best thing ever for me. But I hope we all find our dream job.",
1098,YouTube,It is a great job for many but viewers must keep in mind that this segment was filtered through Emirates’ PR team so you only get the polished version of what it’s like to be an FA for Emirates,
1099,YouTube,"Layovers is nothing new all flight attendants get that, and no most of them are garbage. The flight attendants get the best layovers by choice based on seniority. Also the pay is pretty bad mentioned here. There is nothing special except them being based in the desert which is that a positive?",
1100,YouTube,"I was gonna say a lot of cocaine, training and will to not THIS IS SPARTA kick the door and let all the passengers get sucked out",
1101,YouTube,To get a job opportunity in emirates what do we need to do,
1102,YouTube,conaisering uae doesnt have income tax and food accomodation is free that is huge salary to just dump into saving/investment,
1103,YouTube,"At first I thought being a flight attendant was not worth it, but hearing the advantages I've never heard before, yep definitely working there. (I think) I'm not the type to wear heels and I don't like make up either, I suck at remembering and suck at patience. I have limited small patience.",
1104,YouTube,How to apply this job?,
1105,YouTube,"I am 25 y.o I am very tall and strong .. I speak 5 languages (Arabic, English, French, turkish and Spanish) I have a university degree . But I am a man .. Can I work with them ? xD",
1106,YouTube,who wants to have such dog -tiring job and feel like shit day by day before and after your trip? Not me..,
1107,YouTube,It’s my dream job,
1108,YouTube,I want this job so bad 😭✨,
1109,YouTube,"I actually know three of the languages needed , English ofc🙄🙄 , bengali and Hindi",
1110,YouTube,"""MEN NEED TO BE CLEAN SHAVEN"" this is enough for me to don't consider this job",
1111,YouTube,32k dollars is crap for such a demanding shift work pattern.,
1112,YouTube,"Some of yall have no idea that 32k dollar base salary is still a lot, of course only after taking in consideration where you live. Where I live, 32k dollar per yr is not that bad, in fact people are considered privileged if they earn that much.",
1113,YouTube,"Cheerleading and Flight attendants: worse jobs ever. Not because the people doing it are less deserving but because these 2 in current world are made for objectifying them. More focus on looks and emphasis on acting like submissive rather than their talent or letting them act like people. And yes, i Know all jons have some professional requirements but they take it too far",
1114,YouTube,That is a sick job that doesn't pay enough,
1115,YouTube,"""no visible tattoos whilst in uniform"". Also ""men need to be clean shaven"" So my neck and hand tattoos and my wild grown beard are stopping me 😂. And I will never shave my beard! But I work as a certified pipe welder so nobody care",
1116,YouTube,Respect them flight attendants They can deliver babies Under go the pressure of dealing with a Karen Puts a smile on their face and is extremely polite And just being nice to them makes their day better! You’ll never know what they go through lol They might die on the flight bc of a crash thou... BUT OVERALL RESPECT THEM (EDIT) that was me a year ago I’ve changed 😂i still haven’t met any rude flight attendants even tho I travel through air a lot even during covid🧍🏻‍♀️,
1117,YouTube,I recently just started investing in bitcoin when I learnt it was $60000 through the help of Austin and just an hour ago I got a profit of $9000 into my wallet,
1118,YouTube,I’ve always wanted to be Cabin Crew but never knew how to apply for it,
1119,YouTube,"Man i have homework, i should not be watching this",
1120,YouTube,"Sorry to bring the harsh reality but 32k a year to live in the richest city in the world in a small dorm there that you have to share with other employees just to never be in that room because you're at work for most of the month, having to pay a lot of money for basic things (because *ahem* hello this is Dubai and you're living with the wage of a Walmart worker) hardly living is terrible especially with having long work days and hard labor in an airplane not to mention they don't have pension or benefits its not worth it. Apart from a dorm you gotta share, public transport and food you have to pay for everything else as if you can live off of that in Dubai. People in this comments section are really showing that they haven't worked for a day in their life, you are working in a plane for hours on end with no sleep, 24/7, they also have no holiday vacation time and gotta work on days like Christmas. Everyone is acting like free housing is a mansion or a penthouse, its a community housing unit and you gotta be roommates with other people in a small dorm from what I found. Emirates also doesn't have insurance benefits at all or any pension so you have to take care of those finances alone in the most expensive cities in the world on the average minimum wage. You literally have to stop everything you're doing and wanting to do in your life for this job that pays less than a teen job at McDonalds, also you have to get a bunch of qualifications and work time is strict and you need to dress and maintain an unrealistic beauty standard for what?..... 34k? It's truly sad and they need to raise it.",
1121,YouTube,I recently flew from the US to Africa thru Dubai with Emirates and it was amazing. Top notch customer service!,
1122,YouTube,"The nebulous college synchronously chase because imprisonment topologically escape outside a past prepared. fallacious, rainy angora",
1123,YouTube,My dream is become a cabin crew in Emirates airline,
1124,YouTube,my dad: earns 32k per month also dad after watching this: I QUIT MY JOBB IT SUCKS,
1125,YouTube,I’m training to be a flight attendant so this is helpful,
1126,YouTube,"Delta crew members make $80,000+...",
1127,YouTube,“You need to be 5’2” Finnaly a job for Levi,
1128,YouTube,"This job sounds super hard and $32k is not incentive. Like pay this people more. Yes they get to travel but how much are you actually doing during a layover? it's explore or sleep (if you can) and after a 16 hours flight, who in their right mind wants to go out? Forget 16 hours. I took a seven hour flight to Barcelona and when I got to the hostel midday i went to straight to bed.",
1129,YouTube,It’s a tough job though,
1130,YouTube,"I may be only 11, but this has been my dream job, ever since I went to my first Emirates plane trip. I actually will choose this job, or Over becoming A Aerospace Engineer (fun fact about me, I may only be 11, but I got a Harvard university guarantee scholarship, because of my grades since I was 4.)",
1131,YouTube,Notice how we don’t have men complaining there’s no equality in this line of work,
1132,YouTube,I’ll stick to working at McDonalds,
1133,YouTube,"The pointless lunchroom tellingly shock because quiver phenotypically stitch until a apathetic horn. dark, utopian verse",
1134,YouTube,"The sore shrimp conceivably marry because notify frequently harm amongst a permissible ceiling. chemical, invincible laura",
1135,YouTube,people scoffing at 32k usd per year... meanwhile in my country that is like upper middle class salary already,
1136,YouTube,"No hate, but I just wonder why makeup and heels are essential for the job, being a flight attendent is basically serving food and essentials and safety precautions in my opinion. I get the height part to reach the bins but otherwise I feel everything else is just sexist.",
1137,YouTube,"damn, what a nice job.. *“we have to maintain physique and be quite fit”* haha lol nvm.",
1138,YouTube,"I've always wanted to be a flight attendant since i was a kid but sadly, emirates doesn't accept filipino cabin crew anymore.",
1139,YouTube,"The adamant flame commercially peep because quart roughly concentrate failing a unbecoming violin. nauseating, awesome lunchroom",
1140,YouTube,Lol i remembered one of the male and female cabin crews always greet me whenever they see me since my aunt was a flight attendant i miss going to dubai :(,
1141,YouTube,"Such a good job to work for ! So ambitious , hard work , challenging yet rewarding. The work etiquette and discipline is just marvelous. Hope other jobs were like this too !",
1142,YouTube,Its certainly a demanding job but its also a well payed one.,
1143,YouTube,"Ok, now i want to work at emirates",
1144,YouTube,"Such a Beautiful Young Woman! I See Why this is a Top Notch, First Class Airline. As they Definitely Treat Their Employees with such Respect, Concern and Care. This Video Makes Me want to Fly Emirates and be a Part of Their World. I Can Only Imagine, what it Would be Like to Visit or Live in Dubai. The Level of Opulence and Luxury. It is a Charmed City.",
1145,YouTube,"Hello everyone, I'm so happy because I am free from (HERPES) I have been suffering from herpes since the past three years now, and I have passed through many different processes in getting cured but nothing was working out. A friend of mine introduced me to a man called Dr. Abumere who sent me a herbal medicine which he prepared for me and told me to use the herbal medicine for 21 days which i did, and my life get transformed and everything is fine and okay with me. Till now I have been going for check up and it is now going to four months and I am still negative.Thanks once again Dr. Abumere may God bless your good works. so contact him today via email (doctorabumere6@gmail.com) you can also call or WhatsApp him on +2349021975055. ...",
1146,YouTube,"My question is, do the first class cabin crew think they are above human beings because they are serving the rich class that think they are cool to have a seperate carpet laid check in to the exclusive lounge, priority boarding, fine dining, etc etc and the list goes on? I mean at the end of the day, if the plane crashes everyone dies and goes to the same place, no carpets laid, there, no priority service, no special meals...",
1147,YouTube,That pay is shit. That’s on the low end of what flight attendants make. Like 20k less than the average. Anyways do they only pay them when the airplanes door closes? Because that’s a shit practice that should change and something potential prospects should know since this is basically just a recruiter video. All those preflight checks are free labor. And those perks are absolute crap. Let’s see that free apartment while you’re at it.,
1148,YouTube,"That'd be really nice to be payed even when not flying, sounds like standing for long periods of time may not be fun but you get to travel the world and free housing, not bad.",
1149,YouTube,"If you add paying for layover housing and foods, that annual take home could be almost 50k",
1150,YouTube,In reality: The Job is paying you 200K a year if you incorporate all the perks including destination travel and leisure..,
1151,YouTube,"I know several people who worked for Emirates and they had a lot of working hours per month, much more than other airlines. Job is not as glamorous as it seems.",
1152,YouTube,i wish my job was this easy,
1153,YouTube,normal people: pay to get on plane Flight attendents: get paid to be on plane,
1154,YouTube,"There is many videos of former Emirates flight attendants on YouTube. This job was killing them, they ran into serious health problems, you always work with different people, so you don't have friends at work, you just get room in Dubai, not own apartment, you live constant jet-lag, and all the ladies are asked to hide they hair and put the same lipstick, all look the same, very boring for passenger, they make slaves out of flight attendants, I AM NOT A FUN OF THIS AIRLINES,",
1155,YouTube,"I had the opportunity to fly in first class, after see Infinity wars I decided to go to the bar. I am not a talking guy, but I spent three hours talking with all the crew, it was a fantastic night. I remember they took me many pictures. It's shame my wife deleted all xD",
1156,YouTube,im not high and i have piercings on my ears so i can say bye bye to this job who i want make sience im 5 years old,
1157,YouTube,yall jobless now,
1158,YouTube,"God’s bless you all abundantly, Love in Christ Jesus, Crispina Omak Tibon",
1159,YouTube,"I actually went to the interview and passed the first stage, I have experience as flight attendant, but then Covid came and now I'm at home doing a boring job 🙃",
1160,YouTube,"Damn, imagine having a job where you HAVE to wear makeup. Like why do women have to look “perfect” all the time? If the man can be without makeup, whats wring with clean face? Alright fine the red lipstick may be “iconic” for them but why would you make mascara compulsory wth",
1161,YouTube,I really want to be a flight attendant but my mum doesn’t let me because she says “the pay is too low”,
1162,YouTube,Marvellous ladies and they do a marvellous job in the cabins. I take my hat off to you all as I wouldn’t do this job for all the tea in China.,
1163,YouTube,Still an employee not owner of Emirates,
1164,YouTube,"They are nothing more than glorified house keepers and waitresses !!! What a joke !!! Must have a high school diploma ... ? Crap go to college and get a real education and a real job like a scientist or doctor or attorney or college professor etc !!! Stop 🛑 pretending you have a glorified job !!! You don’t !!! If you gain weight your outer there !!! As soon as wrinkles start to show , your outer there !!! Once your out you have no more free housing and no where to go because you never got a college degree as a backup !!! These companies use you then throw you away like yesterday’s garbage because there are always other idiots waiting in line for your job !!! Prettier , younger , slimmer who doesn’t mind also kissing the passengers asses !!! My best friend was an airline stewardess and she always had to watch her weight because stewards and stewardesses are frequently monitored !!! When she turned 30 they let her go because she looked too old !!!! So at thirty she entered college and became a registered nurse and often she felt embarrassed because her classmates were anywhere from 19 to 21 years old !!! In the meantime I had a great career in cancer research , so my friend missed out on many good years !!! Stop 🛑 glorifying these airlines and making people think that working for these airlines is fantastic because it’s not !!! 👎👎👎👎👎👎👎👎👎👎👎😡😡😡😡😡😡😡😡😡😡😡",
1165,YouTube,Where are all hate comments from the fired crew members?,
1166,YouTube,"my sister is a flight attendant, wouldve been cool if we rode on the plane where she was in shift. 1/10 the reception, there were vacant seats but didnt let the people that were still waiting lol",
1167,YouTube,"Hello Guys!! I am Annayah Williams, I live in Chicago, I am very excited today. I was a poor woman with 3 kids it was difficult to pay my bills and feed my kids. My husband left me and the kids for another woman and ever since then we were living in pain and hunger but just few days ago i came across a testimony of a man who got a blank ATM card from Mr.Hamzard, So i immediately contacted him for the same type of ATM card and i am very happy to announce to the world that i am living a fulfilled life.This blank ATM card can withdraw up to $10,000 and more daily without you having any account with any bank. I have been able to buy a house and start my own business with this blank ATM card. in all Make your order today and start living a good life, his email address is (hackblankatmservices@gmail.com)",
1168,YouTube,A really apt job for a person who loves to travell,
1169,YouTube,"I’m personally so tired of men having to shave for almost Any good job. I break out if I shave, and I’ve tried a million different products and practices to prevent it, but I CAN maintain a very tidy and clean beard, but this instantly disqualifies me for many jobs.",
1170,YouTube,"The makeshift tire adventitiously mess up because yoke causally trot throughout a narrow lute. long, aback division",
1171,YouTube,Maby i could do that job,
1172,YouTube,"I could have easily qualified to work there. I speak 5 languages, pick up other languages very easily. Height - check. 7' arm span - check. I wouldn't want to travel to any country in the middle east much less, live there. Although I had a lucrative opportunity to move to Doha for work. I turned it down. I have heard that Doha is a very beautiful city!",
1173,YouTube,Best Job for mee,
1174,YouTube,Why dream job to be a flight attendant for Emirates,
1175,YouTube,"Nothing special about this . Cabin crews are just waiter/waitress the only difference is they do their job on air..,🤣",
1176,YouTube,"a shit of a job to say the least...get used and abused, turn arounds are brutal and other woman things get messed up ...",
1177,YouTube,"I'm wondering being a polyglot and graduated from high school possibly to be a flight attendant for emirates? I'm 5'5 from the tip of my toe to the tip of my is 6'6 and still growth. I love music and singing. My goal is to be a singer, make songs from common phrases and captivated someone's heart. Feels so magical for me to do that.",
1178,YouTube,This is my dream job🙂🙏🏻🥺,
1179,YouTube,"It's mind blowing realizing that binary trading changed my life I didn't except that I will be financially free through binary trading I invested a little amount of money of $ 1000 and now I make $ 13,000 weekly with Mr Ryan Burnnet and now am free from all debts......",
1180,YouTube,Can anybody mention the instagram account of the male cabincrew who is shown in this video?,
1181,YouTube,A steakhouse waitress working for middle eastern rich men,
1182,YouTube,What if their pregnant will they still keep their job during and after maternity,
1183,YouTube,"The worst position to work in a flight is in first class lol. Your a slave for snobby passengers, no thanks! Better to work in the back. You serve the food and drinks and your done. First class is non-stop!",
1184,YouTube,"I was about to scoff at how how the pay was but then again, they get free housing, a crapload of perks, and they only have to work a few days out of the month. I guess the below average pay (at least in the usa) really wouldn't be too bad.",
1185,YouTube,"""What It Takes To Be A First Class Flight Attendant For Emirates"" step 1: *pay* a ticket and go to Dubai to get your application and training done",
1186,YouTube,"Yes this is definitely my dream, My career choice is to be a flight attendant. And it so happens I fit the job requirements.",
1187,YouTube,How can i get this job please help,
1188,YouTube,That salary bruh,
1189,YouTube,"I don’t think the cabin crew is on their feet all the time. I ve been travelling in emirates since 2014 and I see cabin crew being busy during take off, serving food and during landing. During taxi, they don’t walk much.",
1190,YouTube,"TRUE LIFE STORY Hi My name is ""Carl I am from USA I was married for years. until things started getting ugly and we had fights and arguments almost every time... it got worse at a point that he filed for divorce... I tried my best to make him change his mind & stay with me. he moved out of the house and still went ahead to file for divorce... I pleaded and tried everything but still nothing worked. The breakthrough came when someone introduced me to this wonderful, great spell caster who eventually helped me out... I have never been a fan of things like this but just decided to try reluctantly cause I was desperate and left with no choice... This great baba mukuru did special prayers and other things he had to do... Within 2days my husband called me and was sorry for all the emotional trauma he had cost me, he moved back to the house and we continue to live happily. what a wonderful miracle baba mukuru and the faith I had in him did for me and my family. I have introduced him to a lot of couples with problems across the world and they have had good news... I strongly believe someone out there need's his help. so make extra effort to save your marriage/relationship if it's truly worth it. contact him Via email on (peterelis44@gmail.com). you can contact him via..+2348074335465",
1191,YouTube,That drape hanging from their hats make the job even more miserable! That was distracting AF!,
1192,YouTube,Jesus Christ loves you,
1193,YouTube,Jobs minimum large 21 Evin Mathew,
1194,YouTube,Everyone's saying that 32k is not a lot I don't know about Americans (probably not free health care) but average yearly salary in England at least is like 20-30k a year,
1195,YouTube,Me: I’d like the Travis Scott burger McDonald’s employee: Coming right up! Me: Thanks,
1196,YouTube,I used to fly emirates all the time. They used to announce all the languages available by cabin crew on board. One flight I took was like 21 languages.,
1197,YouTube,"2:11 Chris Evans is now a flight attendant!? Damn, covid must've ruined his acting career.",
1198,YouTube,I speak three languages 1. English 2. Sign Language 3. Sarcasm (I’m most fluent in),
1199,YouTube,"Given that her major costs are taken care of, it's not a bad pay",
1200,YouTube,Emirates:We gather your info for future flights Employee from google who works with ads :😮,
1201,YouTube,Only 1 free flight a year ?? US Airlines give all crew unlimited free filghts (on standby) But one of the richest airlines in the world only gives their crew 1 a year ? I don't think that's true,
1202,YouTube,Imagine you gotta pay for each flight as a flight attendant 👁👄👁,
1203,YouTube,Hi! I'm 32 and can I still try for Emirates cabin crew?,
1204,YouTube,Second hardest job in the world,
1205,YouTube,"The perks seem nice, but the salary is not very good...",
1206,YouTube,"""The best part of my job is travelling"" Isn't that your job?",
1207,YouTube,"Lockdown madness, having the time to scroll through dozens of random comments about an airline that I will probably never travel on & definitely not first class.",
1208,YouTube,"Am I the only dude checking out this video cause he's serious about working as a steward , for Qatari airways though lol",
1209,YouTube,$30k a year is really good if you don’t have to pay rent right?,
1210,YouTube,Getting paid just to travel the world?? The best job,
1211,YouTube,i want her job,
1212,YouTube,The training it takes for American Airlines:,
1213,YouTube,You have to love flying to do this job too :) she looks like she really enjoys it and has to be an attendant in first class!,
1214,YouTube,This jobs sounds great. 😊😊,
1215,YouTube,now would i be crazy to say as a person not from dubai to say i wanna work for emirates 😔,
1216,YouTube,now would i be crazy to say as a person not from dubai to say i wanna work for emirates 😔,
1217,YouTube,Wow. I'm in the wrong job.,
1218,YouTube,Be a narcissist I guess to get a job like that 😅 and definitely well read and we'll spoken,
1219,YouTube,32k isn’t too bad for this job.,
1220,YouTube,Why does this make me wanna sign up for this job? 😂 I mean i would have a house and food and a salary and free flights? Yes please!,
1221,YouTube,"""the best part of my job is traveling"" what the hell else do u do? besides travel?",
1222,YouTube,"I have to say, when I choose to go with Indian airlines, in male crew members I thought they were japanese until they started speaking Hindi.",
1223,YouTube,Guys Uae is arab contry but everyone speak English Because the tourists have a huge number Even the Arabs to live there must learn English To make friends or for job,
1224,YouTube,"I think the job is rewarding in many ways,not a lot of jobs will allow you to travel and stay in amazing places like that. I could see myself doing this for a year or two? But 32k a year and a free flight isn't where the bag is.",
1225,YouTube,"I’m surprised to say the least that there was basically no mention of a flight attendant’s most important job - safety. The primary role of the cabin crew are to maintain the safety of passengers, yet there’s no mention of it here, just serving passengers",
1226,YouTube,"Standing is a physically hard job. Bolt - Okay, What now!! ?",
1227,YouTube,I still don't understand why airlines insist their crew wear high heels. (edit: I get that heels are considered 'more professional' but you can find professional looking flats),
1228,YouTube,How can i get a job in emirates,
1229,YouTube,"What's the point of just keep traveling all the way in flight to different, I mean so many..many destinations, as she says. It wld certainly give a sick feeling only. Btw, has she ever cld roam around the places she traveled just by serving on the flight to the passengers, just based on their time to time call needs. Ever cld wear colourful dress of their desire.. So, frankly speaking, we need to count all these vital points bfr, others may think it as rosy or so.... Bcaz, I sailed in this boat in sm other airlines & quit due to the above said reasons & placed very well with a job of my kind..(horse mouth info always carry more values, I believe). Actually, these days becoming an air crew seems to be not all that more tough. Bcaz looks, height & all seems to have been very much got compromised in many airlines unlike the days of mine..",
1230,YouTube,so sad that Emirates had terminated large number of their employees,
1231,YouTube,Is it a shitty underpayed job,
1232,YouTube,"Yes this is definitely my dream, My career choice is to be a flight attendant. And it so happens I fit the job requirements.",
1233,YouTube,Y'all be saying 32k is a bad salary hear this: my parents get paid 800€ a month and most of the money are used on paying fees. We have never gone on a holiday.,
1234,YouTube,One word=AWESOME. You know what money is not everything. It is a culture. It is that satisfaction that you are part of “THE GREATEST AIRLINE IN HISTORY” . I think some one from Millionaire or Billionaire background may join the crew as well. Because it is an empire of luxury and true high end hospitality platform. Such a experience. 1000’s and 1000’s of great minds make an Emirates Airline. Fantabulous,
1235,YouTube,I been to 132 countries and i work as a bartender. I would not work as a air host even though it can be similar job.,
1236,YouTube,"This video about Emirates flight attendant women was posted on October 2019 . So I guess this lady is jobless currently , Corona has finally ended this women's career . Well not only her 20000 flight attendant and pilots are jobless",
1237,YouTube,"Very risky job, indeed! Imagine, if plane hijacking happens!",
1238,YouTube,"That’s not to bad eh. A lot of benefits but k are sometimes 16 hours. I work at the doors and sometimes we just get 12 hour shifts and then go to a club for another 5 hours. Uncomfortable boots after 5 hours, sweeting, when it’s pissing it down well I’m living the dream lands.",
1239,YouTube,Do you have to be from dubai to have this job?,
1240,YouTube,Look at the skin cancer rates for air crews.. You would have to be nuts to take that job.,
1241,YouTube,My dad is all free if there’s an available seat cause he work’s for united airlines,
1242,YouTube,"The air host/hostess/steward/stewardess attitude should be checked in before entering the aircraft. All these guys are minimum educated, from poverty struck homes, on a plane with 90% work as an air waiter and sexually harassed on every flight! Yet they start feeling like a celebrity when they get off gathering dirty dishes and share a hotel room with 3 other stewardesses! Their main travelling stays within the plane as many flights get cleaned and head back within hours. Most hostesses dream of marrying someone from first class while their own pilots think of them as servants. The reason to explode this reality check is so they appreciate their job by treating the paying customers well. I have seen the worst attitude from these air waiters on EVERY FLIGHT even towards kids! When you speak with them, then you understand their delusional world which ends as soon as they gain weight or hit 40!",
1243,YouTube,My dad is still a cabin Crew it’s been 20 years for him,
1244,YouTube,My mom used to be a cabin crew,
1245,YouTube,Well thats a robot job not human job ..,
1246,YouTube,This job is maad,
1247,YouTube,My dream job <3 wait for dubai!,
1248,YouTube,My mum friend works as a first class flight attendant for this airline. She gets so many benefits with it. Her family only has to pay taxes to fly anywhere. Which is basically $100 per a ticket.,
1249,YouTube,"You act like 32,000 is a lot for a salary...",
1250,YouTube,So nine 16 hour shifts a month is equal to a normal 15$ an hour mon-fri 8 hour shift job Worth it or not ? Trying yo decide... You only save 16 hours which is 2 shifts,
1251,YouTube,my mums best friend worked for british airways and died of sleep deprivation due to the job,
1252,YouTube,"Salary of the flight attendant is peanut. 32K$/year is lower than the minimum salary in my country. Ad she says the best part of her job is travelling: does she mean staying one night in a country is called travelling? And for your information, Emirates doesn't give her a house for herself but a flat that she shares with another flight attendant. Emirates threat the flight attendants as slave. Of course when you come from a poor country, this job seems excellent but not from rich country.",
1253,YouTube,Salary is low,
1254,YouTube,I want become a cabin crew in Emirates flight and this is my dream I love Emirates,
1255,YouTube,Its very tuff job,
1256,YouTube,United airlines gives free flights anytime to anywhere for its workers,
1257,YouTube,There is nothing exotic about this job...it requires amazing amount of work and after a months constant travelling becomes boring....have met and know many who were in this profession....these guys are amazingly hard working ...do not go on the glamour part of it,
1258,YouTube,so basically this job sucks.,
1259,YouTube,Aeroplane: wow i love my job Covid-19: am i a joke to you,
1260,YouTube,"WORST AIRLINE EVER I FLEW THEM LAST YEAR 2019, AT THE BOARDING GATE @ DUBAI CONECTING, THEY MAKE ME WEIGHT MY POCKETBOOK WITH CELL PHONE, PASSPORT, IPOD AND WHAT IS OVER, THEY COLLECTED THEM AND THREW THEM INTO THE GARBAGE, VERY WICKED PEOPLE, IF IT COST $1 , I WILL NEVER FLY THEM AGAIN.👎🤑🤢😛😎😐🤪",
1261,YouTube,"everytime we take business class in long flights with Emirates, we see lack crew presence throughout the flight. They stay still in the lounge. Seems passengers need to walk all the way back to lounge just to get a water. How they will find out what happens in the cabin. Crew in Singapore Airlines still win.",
1262,YouTube,"I feel like 32,000 is a shitty pay",
1263,YouTube,"But women want to work and be like a man and work outside, so let them do long hour and work hard just like men do, but no one sympathize with men not even men. I am a woman and saying that because i am not a bias woman.",
1264,YouTube,32k with free housing... Meaning no need to pay rent so alot of that money stays,
1265,YouTube,I would love to work for Emirates.,
1266,YouTube,"Overpriced waitresses...no offence but the waiter in my neighborhood is far educated, way smarter, works harder and deserve much better.",
1267,YouTube,The hardest part of the job must be having to hold in a fart,
1268,YouTube,"Damn, people working 60 hours a week in a factory for minumum wage have it easy compared to this.",
1269,YouTube,"32k yearly is more than enough, considering most flight attendants don't own expensive cars with expensive insurance and payments, and have very minimal expenses monthly. On top of that, 100+ destinations? Anyone want to guess how much money she would've paid? Along with hotel, food, etc? Idk kinda sounds like a good deal",
1270,YouTube,I love this job🥰,
1271,YouTube,My ambition is to become a cabin crew in Emirates,
1272,YouTube,Best cabin crew is Qatar Airways,
1273,YouTube,"Yea I mean the benefits are great and all with the free housing and free ticket once a year. But 32k? I mean come on guys, we ALL make more money than that working a basic job",
